text,emotion,emotion_id,sentiment,is_ironic
Quoi ?! C'est incroyable !,surprise,4,2,0
"Wow, quelle surprise !",surprise,4,2,0
Je n'en crois pas mes yeux ! 😲,surprise,4,2,0
"C'est inattendu, je suis choqué !",surprise,4,2,0
Oh ! Je ne m'attendais pas à ça ! 😮,surprise,4,2,1
Quoi ?! C'est incroyable !,surprise,4,2,0
"Wow, quelle surprise !",surprise,4,2,0
Je n'en crois pas mes yeux ! 😲,surprise,4,2,1
"C'est inattendu, je suis choqué !",surprise,4,2,1
Oh ! Je ne m'attendais pas à ça ! 😮,surprise,4,2,0
Quoi ?! C'est incroyable !,surprise,4,2,0
"Wow, quelle surprise !",surprise,4,2,0
Je n'en crois pas mes yeux ! 😲,surprise,4,2,0
"C'est inattendu, je suis choqué !",surprise,4,2,0
Oh ! Je ne m'attendais pas à ça ! 😮,surprise,4,2,0
Quoi ?! C'est incroyable !,surprise,4,2,0
"Wow, quelle surprise !",surprise,4,2,0
Je n'en crois pas mes yeux ! 😲,surprise,4,2,1
"C'est inattendu, je suis choqué !",surprise,4,2,1
"C'est dégoûtant, beurk ! 🤢",degout,5,0,0
"J'ai la nausée, c'est répugnant",degout,5,0,0
"C'est écœurant, je ne peux pas",degout,5,0,0
"Quelle horreur, c'est immonde",degout,5,0,1
"Beurk, c'est vraiment dégueulasse 🤮",degout,5,0,0
"C'est dégoûtant, beurk ! 🤢",degout,5,0,0
"J'ai la nausée, c'est répugnant",degout,5,0,1
"C'est écœurant, je ne peux pas",degout,5,0,1
"Quelle horreur, c'est immonde",degout,5,0,1
"Beurk, c'est vraiment dégueulasse 🤮",degout,5,0,0
"C'est dégoûtant, beurk ! 🤢",degout,5,0,0
"J'ai la nausée, c'est répugnant",degout,5,0,0
"C'est écœurant, je ne peux pas",degout,5,0,1
"Quelle horreur, c'est immonde",degout,5,0,1
"Beurk, c'est vraiment dégueulasse 🤮",degout,5,0,0
"C'est dégoûtant, beurk ! 🤢",degout,5,0,0
"J'ai la nausée, c'est répugnant",degout,5,0,0
"C'est écœurant, je ne peux pas",degout,5,0,1
"Quelle horreur, c'est immonde",degout,5,0,1
"Beurk, c'est vraiment dégueulasse 🤮",degout,5,0,0
"C'est dégoûtant, beurk ! 🤢",degout,5,0,0
"J'ai la nausée, c'est répugnant",degout,5,0,0
"C'est écœurant, je ne peux pas",degout,5,0,1
"Quelle horreur, c'est immonde",degout,5,0,1
"Beurk, c'est vraiment dégueulasse 🤮",degout,5,0,1
"C'est dégoûtant, beurk ! 🤢",degout,5,0,0
"J'ai la nausée, c'est répugnant",degout,5,0,0
"C'est écœurant, je ne peux pas",degout,5,0,0
"Quelle horreur, c'est immonde",degout,5,0,0
"Beurk, c'est vraiment dégueulasse 🤮",degout,5,0,1
"C'est dégoûtant, beurk ! 🤢",degout,5,0,1
"J'ai la nausée, c'est répugnant",degout,5,0,1
"C'est écœurant, je ne peux pas",degout,5,0,1
"Quelle horreur, c'est immonde",degout,5,0,0
"Beurk, c'est vraiment dégueulasse 🤮",degout,5,0,0
"C'est dégoûtant, beurk ! 🤢",degout,5,0,1
"J'ai la nausée, c'est répugnant",degout,5,0,1
"C'est écœurant, je ne peux pas",degout,5,0,0
"Quelle horreur, c'est immonde",degout,5,0,0
"Beurk, c'est vraiment dégueulasse 🤮",degout,5,0,0
"C'est dégoûtant, beurk ! 🤢",degout,5,0,1
"J'ai la nausée, c'est répugnant",degout,5,0,0
"C'est écœurant, je ne peux pas",degout,5,0,0
"Quelle horreur, c'est immonde",degout,5,0,0
"Beurk, c'est vraiment dégueulasse 🤮",degout,5,0,0
"C'est dégoûtant, beurk ! 🤢",degout,5,0,0
"J'ai la nausée, c'est répugnant",degout,5,0,0
"C'est écœurant, je ne peux pas",degout,5,0,0
"Quelle horreur, c'est immonde",degout,5,0,0
"Beurk, c'est vraiment dégueulasse 🤮",degout,5,0,0
"C'est dégoûtant, beurk ! 🤢",degout,5,0,0
"J'ai la nausée, c'est répugnant",degout,5,0,1
"C'est écœurant, je ne peux pas",degout,5,0,0
"Quelle horreur, c'est immonde",degout,5,0,0
"Beurk, c'est vraiment dégueulasse 🤮",degout,5,0,1
"C'est dégoûtant, beurk ! 🤢",degout,5,0,0
"J'ai la nausée, c'est répugnant",degout,5,0,0
"C'est écœurant, je ne peux pas",degout,5,0,0
"Quelle horreur, c'est immonde",degout,5,0,0
"Beurk, c'est vraiment dégueulasse 🤮",degout,5,0,0
"C'est dégoûtant, beurk ! 🤢",degout,5,0,0
"J'ai la nausée, c'est répugnant",degout,5,0,0
"C'est écœurant, je ne peux pas",degout,5,0,0
"Quelle horreur, c'est immonde",degout,5,0,0
"Beurk, c'est vraiment dégueulasse 🤮",degout,5,0,0
"C'est dégoûtant, beurk ! 🤢",degout,5,0,0
"J'ai la nausée, c'est répugnant",degout,5,0,0
"C'est écœurant, je ne peux pas",degout,5,0,0
"Quelle horreur, c'est immonde",degout,5,0,1
"Beurk, c'est vraiment dégueulasse 🤮",degout,5,0,0
"C'est dégoûtant, beurk ! 🤢",degout,5,0,0
"J'ai la nausée, c'est répugnant",degout,5,0,0
"C'est écœurant, je ne peux pas",degout,5,0,0
"Quelle horreur, c'est immonde",degout,5,0,0
"Beurk, c'est vraiment dégueulasse 🤮",degout,5,0,1
"C'est dégoûtant, beurk ! 🤢",degout,5,0,1
"J'ai la nausée, c'est répugnant",degout,5,0,0
"C'est écœurant, je ne peux pas",degout,5,0,1
"Quelle horreur, c'est immonde",degout,5,0,0
"Beurk, c'est vraiment dégueulasse 🤮",degout,5,0,0
"C'est dégoûtant, beurk ! 🤢",degout,5,0,0
"J'ai la nausée, c'est répugnant",degout,5,0,1
"C'est écœurant, je ne peux pas",degout,5,0,0
"Quelle horreur, c'est immonde",degout,5,0,0
"Beurk, c'est vraiment dégueulasse 🤮",degout,5,0,0
"C'est dégoûtant, beurk ! 🤢",degout,5,0,0
"J'ai la nausée, c'est répugnant",degout,5,0,0
"C'est écœurant, je ne peux pas",degout,5,0,0
"Quelle horreur, c'est immonde",degout,5,0,0
"Beurk, c'est vraiment dégueulasse 🤮",degout,5,0,0
"C'est dégoûtant, beurk ! 🤢",degout,5,0,0
"J'ai la nausée, c'est répugnant",degout,5,0,0
"C'est écœurant, je ne peux pas",degout,5,0,0
"Quelle horreur, c'est immonde",degout,5,0,0
"Beurk, c'est vraiment dégueulasse 🤮",degout,5,0,1
"C'est dégoûtant, beurk ! 🤢",degout,5,0,0
"J'ai la nausée, c'est répugnant",degout,5,0,0
"C'est écœurant, je ne peux pas",degout,5,0,0
"Quelle horreur, c'est immonde",degout,5,0,0
"Beurk, c'est vraiment dégueulasse 🤮",degout,5,0,0
Le train arrive à 15h.,neutre,6,1,0
Il fait beau aujourd'hui.,neutre,6,1,0
J'ai rendez-vous demain.,neutre,6,1,0
La réunion est à 10h.,neutre,6,1,0
Le magasin est fermé le dimanche.,neutre,6,1,0
Le train arrive à 15h.,neutre,6,1,0
Il fait beau aujourd'hui.,neutre,6,1,0
J'ai rendez-vous demain.,neutre,6,1,0
La réunion est à 10h.,neutre,6,1,0
Le magasin est fermé le dimanche.,neutre,6,1,0
Le train arrive à 15h.,neutre,6,1,0
Il fait beau aujourd'hui.,neutre,6,1,0
J'ai rendez-vous demain.,neutre,6,1,0
La réunion est à 10h.,neutre,6,1,0
Le magasin est fermé le dimanche.,neutre,6,1,1
Le train arrive à 15h.,neutre,6,1,1
Il fait beau aujourd'hui.,neutre,6,1,0
J'ai rendez-vous demain.,neutre,6,1,0
La réunion est à 10h.,neutre,6,1,1
Le magasin est fermé le dimanche.,neutre,6,1,0
Le train arrive à 15h.,neutre,6,1,0
Il fait beau aujourd'hui.,neutre,6,1,0
J'ai rendez-vous demain.,neutre,6,1,0
La réunion est à 10h.,neutre,6,1,0
Le magasin est fermé le dimanche.,neutre,6,1,0
Le train arrive à 15h.,neutre,6,1,0
Il fait beau aujourd'hui.,neutre,6,1,0
J'ai rendez-vous demain.,neutre,6,1,0
La réunion est à 10h.,neutre,6,1,0
Le magasin est fermé le dimanche.,neutre,6,1,0
Le train arrive à 15h.,neutre,6,1,0
Il fait beau aujourd'hui.,neutre,6,1,1
J'ai rendez-vous demain.,neutre,6,1,0
La réunion est à 10h.,neutre,6,1,0
Le magasin est fermé le dimanche.,neutre,6,1,0
Le train arrive à 15h.,neutre,6,1,0
Il fait beau aujourd'hui.,neutre,6,1,0
J'ai rendez-vous demain.,neutre,6,1,0
La réunion est à 10h.,neutre,6,1,0
Le magasin est fermé le dimanche.,neutre,6,1,0
Le train arrive à 15h.,neutre,6,1,0
Il fait beau aujourd'hui.,neutre,6,1,0
J'ai rendez-vous demain.,neutre,6,1,0
La réunion est à 10h.,neutre,6,1,0
Le magasin est fermé le dimanche.,neutre,6,1,0
Le train arrive à 15h.,neutre,6,1,1
Il fait beau aujourd'hui.,neutre,6,1,0
J'ai rendez-vous demain.,neutre,6,1,0
La réunion est à 10h.,neutre,6,1,0
Le magasin est fermé le dimanche.,neutre,6,1,0
Le train arrive à 15h.,neutre,6,1,0
Il fait beau aujourd'hui.,neutre,6,1,0
J'ai rendez-vous demain.,neutre,6,1,0
La réunion est à 10h.,neutre,6,1,0
Le magasin est fermé le dimanche.,neutre,6,1,0
Le train arrive à 15h.,neutre,6,1,0
Il fait beau aujourd'hui.,neutre,6,1,0
J'ai rendez-vous demain.,neutre,6,1,0
La réunion est à 10h.,neutre,6,1,0
Le magasin est fermé le dimanche.,neutre,6,1,0
Le train arrive à 15h.,neutre,6,1,0
Il fait beau aujourd'hui.,neutre,6,1,1
J'ai rendez-vous demain.,neutre,6,1,0
La réunion est à 10h.,neutre,6,1,0
Le magasin est fermé le dimanche.,neutre,6,1,0
Le train arrive à 15h.,neutre,6,1,0
Il fait beau aujourd'hui.,neutre,6,1,0
J'ai rendez-vous demain.,neutre,6,1,0
La réunion est à 10h.,neutre,6,1,0
Le magasin est fermé le dimanche.,neutre,6,1,0
Le train arrive à 15h.,neutre,6,1,0
Il fait beau aujourd'hui.,neutre,6,1,1
J'ai rendez-vous demain.,neutre,6,1,0
La réunion est à 10h.,neutre,6,1,0
Le magasin est fermé le dimanche.,neutre,6,1,0
Le train arrive à 15h.,neutre,6,1,1
Il fait beau aujourd'hui.,neutre,6,1,0
J'ai rendez-vous demain.,neutre,6,1,0
La réunion est à 10h.,neutre,6,1,1
Le magasin est fermé le dimanche.,neutre,6,1,1
Le train arrive à 15h.,neutre,6,1,1
Il fait beau aujourd'hui.,neutre,6,1,0
J'ai rendez-vous demain.,neutre,6,1,0
La réunion est à 10h.,neutre,6,1,0
Le magasin est fermé le dimanche.,neutre,6,1,1
Le train arrive à 15h.,neutre,6,1,0
Il fait beau aujourd'hui.,neutre,6,1,0
J'ai rendez-vous demain.,neutre,6,1,0
La réunion est à 10h.,neutre,6,1,0
Le magasin est fermé le dimanche.,neutre,6,1,0
Le train arrive à 15h.,neutre,6,1,0
Il fait beau aujourd'hui.,neutre,6,1,0
J'ai rendez-vous demain.,neutre,6,1,0
La réunion est à 10h.,neutre,6,1,0
Le magasin est fermé le dimanche.,neutre,6,1,0
Le train arrive à 15h.,neutre,6,1,0
Il fait beau aujourd'hui.,neutre,6,1,0
J'ai rendez-vous demain.,neutre,6,1,0
La réunion est à 10h.,neutre,6,1,0
Le magasin est fermé le dimanche.,neutre,6,1,0
