text,emotion,emotion_id
"C'est écœurant, je ne peux pas",degout,5
"Quelle horreur, c'est immonde",degout,5
"Beurk, c'est vraiment dégueulasse 🤮",degout,5
"C'est dégoûtant, beurk ! 🤢",degout,5
"J'ai la nausée, c'est répugnant",degout,5
"C'est écœurant, je ne peux pas",degout,5
"Quelle horreur, c'est immonde",degout,5
"Beurk, c'est vraiment dégueulasse 🤮",degout,5
"C'est dégoûtant, beurk ! 🤢",degout,5
"J'ai la nausée, c'est répugnant",degout,5
"C'est écœurant, je ne peux pas",degout,5
"Quelle horreur, c'est immonde",degout,5
"Beurk, c'est vraiment dégueulasse 🤮",degout,5
"C'est dégoûtant, beurk ! 🤢",degout,5
"J'ai la nausée, c'est répugnant",degout,5
"C'est écœurant, je ne peux pas",degout,5
"Quelle horreur, c'est immonde",degout,5
"Beurk, c'est vraiment dégueulasse 🤮",degout,5
"C'est dégoûtant, beurk ! 🤢",degout,5
"J'ai la nausée, c'est répugnant",degout,5
"C'est écœurant, je ne peux pas",degout,5
"Quelle horreur, c'est immonde",degout,5
"Beurk, c'est vraiment dégueulasse 🤮",degout,5
"C'est dégoûtant, beurk ! 🤢",degout,5
"J'ai la nausée, c'est répugnant",degout,5
"C'est écœurant, je ne peux pas",degout,5
"Quelle horreur, c'est immonde",degout,5
"Beurk, c'est vraiment dégueulasse 🤮",degout,5
"C'est dégoûtant, beurk ! 🤢",degout,5
"J'ai la nausée, c'est répugnant",degout,5
"C'est écœurant, je ne peux pas",degout,5
"Quelle horreur, c'est immonde",degout,5
"Beurk, c'est vraiment dégueulasse 🤮",degout,5
"C'est dégoûtant, beurk ! 🤢",degout,5
"J'ai la nausée, c'est répugnant",degout,5
"C'est écœurant, je ne peux pas",degout,5
"Quelle horreur, c'est immonde",degout,5
"Beurk, c'est vraiment dégueulasse 🤮",degout,5
Le train arrive à 15h.,neutre,6
Il fait beau aujourd'hui.,neutre,6
J'ai rendez-vous demain.,neutre,6
La réunion est à 10h.,neutre,6
Le magasin est fermé le dimanche.,neutre,6
Le train arrive à 15h.,neutre,6
Il fait beau aujourd'hui.,neutre,6
J'ai rendez-vous demain.,neutre,6
La réunion est à 10h.,neutre,6
Le magasin est fermé le dimanche.,neutre,6
Le train arrive à 15h.,neutre,6
Il fait beau aujourd'hui.,neutre,6
J'ai rendez-vous demain.,neutre,6
La réunion est à 10h.,neutre,6
Le magasin est fermé le dimanche.,neutre,6
Le train arrive à 15h.,neutre,6
Il fait beau aujourd'hui.,neutre,6
J'ai rendez-vous demain.,neutre,6
La réunion est à 10h.,neutre,6
Le magasin est fermé le dimanche.,neutre,6
Le train arrive à 15h.,neutre,6
Il fait beau aujourd'hui.,neutre,6
J'ai rendez-vous demain.,neutre,6
La réunion est à 10h.,neutre,6
Le magasin est fermé le dimanche.,neutre,6
Le train arrive à 15h.,neutre,6
Il fait beau aujourd'hui.,neutre,6
J'ai rendez-vous demain.,neutre,6
La réunion est à 10h.,neutre,6
Le magasin est fermé le dimanche.,neutre,6
Le train arrive à 15h.,neutre,6
Il fait beau aujourd'hui.,neutre,6
J'ai rendez-vous demain.,neutre,6
La réunion est à 10h.,neutre,6
Le magasin est fermé le dimanche.,neutre,6
Le train arrive à 15h.,neutre,6
Il fait beau aujourd'hui.,neutre,6
J'ai rendez-vous demain.,neutre,6
La réunion est à 10h.,neutre,6
Le magasin est fermé le dimanche.,neutre,6
Le train arrive à 15h.,neutre,6
Il fait beau aujourd'hui.,neutre,6
J'ai rendez-vous demain.,neutre,6
La réunion est à 10h.,neutre,6
Le magasin est fermé le dimanche.,neutre,6
Le train arrive à 15h.,neutre,6
Il fait beau aujourd'hui.,neutre,6
J'ai rendez-vous demain.,neutre,6
La réunion est à 10h.,neutre,6
Le magasin est fermé le dimanche.,neutre,6
Le train arrive à 15h.,neutre,6
Il fait beau aujourd'hui.,neutre,6
J'ai rendez-vous demain.,neutre,6
La réunion est à 10h.,neutre,6
Le magasin est fermé le dimanche.,neutre,6
Le train arrive à 15h.,neutre,6
Il fait beau aujourd'hui.,neutre,6
J'ai rendez-vous demain.,neutre,6
La réunion est à 10h.,neutre,6
Le magasin est fermé le dimanche.,neutre,6
Le train arrive à 15h.,neutre,6
Il fait beau aujourd'hui.,neutre,6
J'ai rendez-vous demain.,neutre,6
La réunion est à 10h.,neutre,6
Le magasin est fermé le dimanche.,neutre,6
Le train arrive à 15h.,neutre,6
Il fait beau aujourd'hui.,neutre,6
J'ai rendez-vous demain.,neutre,6
La réunion est à 10h.,neutre,6
Le magasin est fermé le dimanche.,neutre,6
Le train arrive à 15h.,neutre,6
Il fait beau aujourd'hui.,neutre,6
J'ai rendez-vous demain.,neutre,6
La réunion est à 10h.,neutre,6
Le magasin est fermé le dimanche.,neutre,6
Le train arrive à 15h.,neutre,6
Il fait beau aujourd'hui.,neutre,6
J'ai rendez-vous demain.,neutre,6
La réunion est à 10h.,neutre,6
Le magasin est fermé le dimanche.,neutre,6
Le train arrive à 15h.,neutre,6
Il fait beau aujourd'hui.,neutre,6
J'ai rendez-vous demain.,neutre,6
La réunion est à 10h.,neutre,6
Le magasin est fermé le dimanche.,neutre,6
Le train arrive à 15h.,neutre,6
Il fait beau aujourd'hui.,neutre,6
J'ai rendez-vous demain.,neutre,6
La réunion est à 10h.,neutre,6
Le magasin est fermé le dimanche.,neutre,6
Le train arrive à 15h.,neutre,6
Il fait beau aujourd'hui.,neutre,6
J'ai rendez-vous demain.,neutre,6
La réunion est à 10h.,neutre,6
Le magasin est fermé le dimanche.,neutre,6
Le train arrive à 15h.,neutre,6
Il fait beau aujourd'hui.,neutre,6
J'ai rendez-vous demain.,neutre,6
La réunion est à 10h.,neutre,6
Le magasin est fermé le dimanche.,neutre,6
